"","Source","Sample.ID","Spot.Bulk","age.mean","group","group.age","d34s","d33s","d36s","D33S","D36S","an","Phase","Craton","Supergroup","Formation","Core","Date","simp.lith","Era"
"2398","Poulton et al., 2021","EBA1-831","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-21.93,-11.0746725178852,NA,0.28,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA1",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2399","Poulton et al., 2021","EBA1-835.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-9.4525,-4.81325108227966,-18.3982892181083,0.066,-0.774,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA1",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2400","Poulton et al., 2021","EBA1-842","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-4.09,-2.19844337091576,NA,-0.09,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA1",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2401","Poulton et al., 2021","EBA1-996","Bulk",2286,"[2.28e+03,2.32e+03)",2305,12.47,6.30274883428438,NA,-0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA1",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2402","Poulton et al., 2021","EBA2-1002","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-7.26,-3.62550628323467,NA,0.12,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2403","Poulton et al., 2021","EBA2-1007","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.64,-4.26896288899206,NA,0.19,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2404","Poulton et al., 2021","EBA2-1011","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.53,-4.22207549962424,NA,0.18,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2405","Poulton et al., 2021","EBA2-1012.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-4.7205,-1.25187955310947,-8.7947365639342,1.182,-0.809,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2406","Poulton et al., 2021","EBA2-1013","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.4,-4.21484889488911,NA,0.12,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2407","Poulton et al., 2021","EBA2-1020","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-7.44,-3.77853855010408,NA,0.06,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2408","Poulton et al., 2021","EBA2-1022","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-7.29,-3.63101109287896,NA,0.13,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2409","Poulton et al., 2021","EBA2-1037.3","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.18,-4.12109053168673,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2410","Poulton et al., 2021","EBA2-1091","Bulk",2286,"[2.28e+03,2.32e+03)",2305,2.51,3.36186417230387,NA,2.07,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2411","Poulton et al., 2021","EBA2-1097","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-5.8045,-3.03553737326696,-11.0802428731805,-0.042,-0.072,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2412","Poulton et al., 2021","EBA2-1104","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.58,-4.45793302439293,NA,-0.03,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2413","Poulton et al., 2021","EBA2-1183","Bulk",2286,"[2.28e+03,2.32e+03)",2305,6.844,3.68782702943429,13.044061315038,0.169,-0.294,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2414","Poulton et al., 2021","EBA2-1202","Bulk",2286,"[2.28e+03,2.32e+03)",2305,3.89,1.99146382001476,NA,-0.01,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2415","Poulton et al., 2021","EBA2-1202.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,9.39,5.18488929266256,NA,0.36,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2416","Poulton et al., 2021","EBA2-1224","Bulk",2286,"[2.28e+03,2.32e+03)",2305,6.49,4.07710655707642,NA,0.74,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2417","Poulton et al., 2021","EBA2-1239.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,2.24,1.31297405832804,NA,0.16,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2418","Poulton et al., 2021","EBA2-1242.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,8.78,4.47211423715026,NA,-0.04,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2419","Poulton et al., 2021","EBA2-1253.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,3.83,2.67062150263494,NA,0.7,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2420","Poulton et al., 2021","EBA2-1259","Bulk",2286,"[2.28e+03,2.32e+03)",2305,1.75,2.27086786298427,NA,1.37,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2421","Poulton et al., 2021","EBA2-1266","Bulk",2286,"[2.28e+03,2.32e+03)",2305,0.377,0.214632409129355,1.35888169659111,0.0205,0.268,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2422","Poulton et al., 2021","EBA2-1275.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,6.63,6.26897827505016,NA,2.86,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2423","Poulton et al., 2021","EBA2-1284","Bulk",2286,"[2.28e+03,2.32e+03)",2305,1.91,1.54319482814979,NA,0.56,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2424","Poulton et al., 2021","EBA2-1296","Bulk",2286,"[2.28e+03,2.32e+03)",2305,3.61,2.87752535544892,NA,1.02,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2425","Poulton et al., 2021","EBA2-1304","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-0.06,-0.0509004496082954,NA,-0.02,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2426","Poulton et al., 2021","EBA2-1304.1","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-0.673,-0.312651584022251,-1.15431273701606,0.034,0.124,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2427","Poulton et al., 2021","EBA2-1312","Bulk",2286,"[2.28e+03,2.32e+03)",2305,7.6,4.34681350774114,NA,0.44,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2428","Poulton et al., 2021","EBA2-1316","Bulk",2286,"[2.28e+03,2.32e+03)",2305,1.2,1.12782026874435,NA,0.51,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2429","Poulton et al., 2021","EBA2-1324.6","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-0.943,-0.418257434743217,-1.77146449819395,0.0675,0.215,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2430","Poulton et al., 2021","EBA2-1325.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,10.778,5.60473811282422,21.1134991505788,0.0685,0.348,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2431","Poulton et al., 2021","EBA2-1327","Bulk",2286,"[2.28e+03,2.32e+03)",2305,16.73,8.45128137705383,NA,-0.13,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2432","Poulton et al., 2021","EBA2-1329.8","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-1.6785,-0.92928171329768,-3.72450804386269,-0.0645,-0.294,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2433","Poulton et al., 2021","EBA2-1330","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-27.07,-13.8538129719582,NA,0.18,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2434","Poulton et al., 2021","EBA2-1331.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-7.82,-3.82496687748606,NA,0.21,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2435","Poulton et al., 2021","EBA2-1332.07","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-3.22,-1.67959695160789,NA,-0.02,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2436","Poulton et al., 2021","EBA2-1332.08","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-2.099,-0.515535801910172,-4.20533277643107,0.566,-0.221,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2437","Poulton et al., 2021","EBA2-1332.1","Bulk",2286,"[2.28e+03,2.32e+03)",2305,6.64,3.51411178367745,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2438","Poulton et al., 2021","EBA2-1332.7","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-6.65,-3.3402910927253,NA,0.09,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2439","Poulton et al., 2021","EBA2-1332.8","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-17.88,-9.10848317673954,NA,0.14,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2440","Poulton et al., 2021","EBA2-1333.7","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-20.48,-9.91011949219764,NA,0.69,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2441","Poulton et al., 2021","EBA2-1334.2","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-6.91,-3.64463362544712,NA,-0.08,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2442","Poulton et al., 2021","EBA2-1334.3","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-27.6195,-14.2666365598664,-53.7118200849179,0.054,-1.87,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2443","Poulton et al., 2021","EBA2-1334.36","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-28.52,-14.7508422966216,NA,0.04,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2444","Poulton et al., 2021","EBA2-1334.39","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-12.32,-6.45387221651458,NA,-0.09,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2445","Poulton et al., 2021","EBA2-1334.43","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-8.56,-4.46758993859054,NA,-0.05,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2446","Poulton et al., 2021","EBA2-1334.46","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-17.63,-9.17860965342804,NA,-0.06,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2447","Poulton et al., 2021","EBA2-1334.5","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-30.43,-15.6688695117346,NA,0.12,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2448","Poulton et al., 2021","EBA2-1334.6","Bulk",2286,"[2.28e+03,2.32e+03)",2305,-15.69,-8.0013354481851,NA,0.11,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2449","Poulton et al., 2021","EBA2-1335.54","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-27.6,-14.2004567503214,NA,0.11,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2450","Poulton et al., 2021","EBA2-1335.6","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.25,-14.3998367157697,NA,0.25,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2451","Poulton et al., 2021","EBA2-1335.72","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-29.8765,-15.3435597047567,-56.1336566485849,0.156,-0.564,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2452","Poulton et al., 2021","EBA2-1335.78","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.43,-14.5538383247211,NA,0.19,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2453","Poulton et al., 2021","EBA2-1335.84","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-29.67,-15.1416346132068,NA,0.25,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2454","Poulton et al., 2021","EBA2-1335.93","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.96,-14.8106699004282,NA,0.21,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2455","Poulton et al., 2021","EBA2-1335.97","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-25.23,-12.9739561733704,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2456","Poulton et al., 2021","EBA2-1336.03","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-17.14,-8.6841040384031,NA,0.18,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2457","Poulton et al., 2021","EBA2-1336.09","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-29.01,-14.9467898691821,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2458","Poulton et al., 2021","EBA2-1336.14","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-23.88,-12.2902721823493,NA,0.08,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2459","Poulton et al., 2021","EBA2-1336.19","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-25.79,-13.2859934082572,NA,0.08,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2460","Poulton et al., 2021","EBA2-1336.23","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-27.82,-14.2653114943576,NA,0.16,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2461","Poulton et al., 2021","EBA2-1336.27","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-12.48,-6.34677238011748,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2462","Poulton et al., 2021","EBA2-1336.29","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.3865,-14.608121404102,-53.489142610053,0.113,-0.399,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2463","Poulton et al., 2021","EBA2-1336.33","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.08,-14.4110651723168,NA,0.15,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2464","Poulton et al., 2021","EBA2-1336.35","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-27.38,-13.9856146084333,NA,0.21,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2465","Poulton et al., 2021","EBA2-1336.39","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-10.42,-5.45993023149586,NA,-0.08,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2466","Poulton et al., 2021","EBA2-1336.44","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-25.61,-13.272115420115,NA,0,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2467","Poulton et al., 2021","EBA2-1336.47","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-21.2,-10.9047263345192,NA,0.07,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2468","Poulton et al., 2021","EBA2-1336.5","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-30.22,-15.5490921427407,NA,0.13,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2469","Poulton et al., 2021","EBA2-1337.2","Bulk",2372,"[2.32e+03,2.38e+03)",2345,2.8835,4.55894824557774,3.16936889808897,3.075,-3.028,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2470","Poulton et al., 2021","EBA2-1337.24","Bulk",2372,"[2.32e+03,2.38e+03)",2345,8.7565,7.27456287008897,13.4941867661133,2.7745,-3.202,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2471","Poulton et al., 2021","EBA2-1337.27","Bulk",2372,"[2.32e+03,2.38e+03)",2345,7.37,4.1887911326544,NA,0.4,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2472","Poulton et al., 2021","EBA2-1337.32","Bulk",2372,"[2.32e+03,2.38e+03)",2345,12.59,6.73417673079469,NA,0.27,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2473","Poulton et al., 2021","EBA2-1337.38","Bulk",2372,"[2.32e+03,2.38e+03)",2345,11.64,6.27777583840142,NA,0.3,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2474","Poulton et al., 2021","EBA2-1337.43","Bulk",2372,"[2.32e+03,2.38e+03)",2345,11.09,6.15607406490547,NA,0.46,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2475","Poulton et al., 2021","EBA2-1337.5","Bulk",2372,"[2.32e+03,2.38e+03)",2345,11.316,6.43583687735298,21.3668431672946,0.624,-0.243,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2476","Poulton et al., 2021","EBA2-1337.7","Bulk",2372,"[2.32e+03,2.38e+03)",2345,14.37,7.33494293717544,NA,-0.04,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2477","Poulton et al., 2021","EBA2-1337.72","Bulk",2372,"[2.32e+03,2.38e+03)",2345,11.35,5.71925143589041,NA,-0.11,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2478","Poulton et al., 2021","EBA2-1337.73","Bulk",2372,"[2.32e+03,2.38e+03)",2345,11.558,6.07178137737705,22.2333733313313,0.136,0.159,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2479","Poulton et al., 2021","EBA2-1338.07","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-27.17,-13.9460043159448,NA,0.14,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2480","Poulton et al., 2021","EBA2-1338.13","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-24.25,-12.4630867405778,NA,0.1,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2481","Poulton et al., 2021","EBA2-1338.17","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-30.6925,-15.7916113330263,-58.3131405616949,0.1345,-0.485,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2482","Poulton et al., 2021","EBA2-1338.2","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-28.32,-14.4463918934613,NA,0.24,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2483","Poulton et al., 2021","EBA2-1338.24","Bulk",2372,"[2.32e+03,2.38e+03)",2345,16.69,8.46532478829567,31.2152073289267,-0.0955,0.076,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2484","Poulton et al., 2021","EBA2-1338.3","Bulk",2372,"[2.32e+03,2.38e+03)",2345,-25.29,-12.9352419843513,NA,0.17,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2485","Poulton et al., 2021","EBA2-1339","Bulk",2372,"[2.32e+03,2.38e+03)",2345,7.2625,3.74862345621853,14.034751066894,0.015,0.32,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2486","Poulton et al., 2021","EBA2-1343","Bulk",2372,"[2.32e+03,2.38e+03)",2345,14.497,7.46536400533858,26.6239585861008,0.0255,-0.132,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2487","Poulton et al., 2021","EBA2-1344.5","Bulk",2372,"[2.32e+03,2.38e+03)",2345,8.3075,8.04077842778498,11.9751675673963,3.771,-3.959,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2488","Poulton et al., 2021","EBA2-1345.5","Bulk",2372,"[2.32e+03,2.38e+03)",2345,6.4955,8.31542756174828,7.9425996311708,4.9755,-4.713,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2489","Poulton et al., 2021","EBA2-1346","Bulk",2372,"[2.32e+03,2.38e+03)",2345,12.4485,8.31074017482491,21.3307472764622,1.919,-2.182,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2490","Poulton et al., 2021","EBA2-1346.1","Bulk",2372,"[2.32e+03,2.38e+03)",2345,12.751,10.1195825680736,20.4426659843078,3.573,-3.56,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2491","Poulton et al., 2021","EBA2-1346.14","Bulk",2372,"[2.32e+03,2.38e+03)",2345,13.085,9.62202924364688,21.7963225991214,2.9045,-3.125,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
"2492","Poulton et al., 2021","EBA2-1346.16","Bulk",2372,"[2.32e+03,2.38e+03)",2345,7.74,5.95864681718807,NA,1.98,NA,"Bulk","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2021,"Low Energy Siliciclastic","Paleoproterozoic"
